post_id,date,platform,content_type,campaign,followers,impressions,likes,comments,shares,saves,clicks,new_followers,engagement_rate
1649,2024-03-10,Instagram,Story,FanEngagement,3437154,416513,22577,1684,1875,623,25461,470,6.275
1650,2024-09-27,Twitter,Video,NBA_Playoffs,2117457,120961,13983,2554,570,881,7106,373,14.1426
1651,2024-08-24,TikTok,Post,Summer2024,4658191,184686,27071,3934,1168,1258,8492,158,17.4204
1652,2024-12-21,Twitter,Video,Merchandise,1960860,264959,16469,1448,1345,1943,7626,16,7.2698
1653,2024-11-30,TikTok,Story,NewSeason,3092203,150530,15773,1589,364,625,10778,57,11.7757
1654,2024-08-17,Twitter,Image,NBA_Playoffs,2404662,404571,36348,5990,2754,2512,30668,375,11.1456
1655,2024-07-22,Instagram,Reel,FanEngagement,1740401,128347,13654,2003,970,500,2808,98,12.9547
1656,2024-12-16,YouTube,Post,FanEngagement,1433680,430731,12689,1538,942,1084,6139,433,3.5217
1657,2024-05-06,Instagram,Post,FanEngagement,359826,134656,8451,1227,109,683,8819,117,7.2681
1658,2024-03-15,Facebook,Post,Merchandise,2247789,328223,44701,4454,1370,2260,4103,471,15.3935
1659,2024-07-21,Instagram,Post,Summer2024,3705530,249601,21383,2718,342,1336,19774,142,9.7928
1660,2024-05-13,Facebook,Story,NewSeason,2206872,225131,6068,787,508,654,13100,243,3.2705
1661,2024-08-18,YouTube,Post,NBA_Playoffs,4644463,57179,1259,192,98,125,3251,123,2.709
1662,2024-10-01,YouTube,Video,NBA_Playoffs,3839343,264370,22900,2022,1339,1341,14156,296,9.9334
1663,2024-09-20,TikTok,Post,Merchandise,1310264,464889,62887,9658,973,7503,14883,296,15.8141
1664,2024-05-20,Twitter,Reel,Summer2024,3779959,358052,13562,1444,180,392,21849,306,4.2413
1665,2024-03-30,YouTube,Reel,NewSeason,2256466,70311,9674,1690,661,766,1504,120,17.1026
1666,2024-03-18,Twitter,Post,Summer2024,955644,339727,35922,4490,1626,3652,25839,290,12.3741
1667,2024-09-20,Twitter,Image,Merchandise,424196,374130,35598,6714,893,1143,25117,7,11.5481
1668,2024-01-02,Twitter,Image,NBA_Playoffs,146545,34046,3742,403,183,117,2509,260,12.7122
1669,2024-07-16,YouTube,Post,FanEngagement,1030916,6874,626,108,16,36,113,31,10.9107
1670,2024-06-12,Twitter,Post,NewSeason,2056557,337148,48091,6657,3749,4742,9893,400,17.3505
1671,2024-06-10,YouTube,Image,NBA_Playoffs,2604848,215259,28548,3948,2423,2826,2678,101,16.2219
1672,2024-04-03,Instagram,Reel,FanEngagement,39429,195017,24622,2261,976,2319,7126,427,14.2854
1673,2024-12-18,Instagram,Story,Summer2024,396523,229543,17507,3230,789,820,3481,463,9.3778
1674,2024-02-14,TikTok,Story,NewSeason,767460,370140,47856,9521,1446,2307,24630,277,15.8921
1675,2024-11-10,Facebook,Video,FanEngagement,4971704,141962,17094,2058,975,367,9101,389,14.1777
1676,2024-10-07,Twitter,Reel,FanEngagement,1707032,155246,14284,1523,1075,1092,5956,198,10.8744
1677,2024-09-27,YouTube,Reel,Summer2024,1973604,284081,21689,2891,1969,1660,12236,349,9.3456
1678,2024-07-05,TikTok,Post,Summer2024,266983,195508,24315,2779,1037,2538,9746,459,14.3887
1679,2024-05-01,TikTok,Video,Merchandise,1071194,12679,1808,126,161,174,444,434,16.5234
1680,2024-04-05,YouTube,Post,Merchandise,3198849,8703,516,31,44,49,684,292,6.7908
1681,2024-08-24,Facebook,Image,Summer2024,3040023,176958,15282,2991,314,1049,5371,46,10.5036
1682,2024-07-16,Twitter,Reel,NewSeason,1560870,412072,12239,1606,1000,1034,8293,47,3.6025
1683,2024-03-11,YouTube,Post,FanEngagement,3665272,140602,6047,430,573,323,7189,230,5.0142
1684,2024-05-16,Instagram,Story,NewSeason,1116376,56173,7135,727,259,489,3845,163,14.4571
1685,2024-01-02,TikTok,Post,NBA_Playoffs,4858429,75205,2739,494,149,54,3776,480,4.497
1686,2024-04-22,Instagram,Video,FanEngagement,2880339,215962,12042,697,306,1237,6368,442,6.0404
1687,2024-03-24,TikTok,Image,Merchandise,4707536,321353,20133,3184,1628,412,5214,266,7.7625
1688,2024-12-18,YouTube,Image,NBA_Playoffs,2206284,376954,29719,1887,2955,809,28615,277,9.1685
1689,2024-02-03,Facebook,Video,FanEngagement,504235,413248,27144,3647,1976,3118,6778,294,7.9291
1690,2024-04-01,Facebook,Video,Merchandise,3900819,465471,58157,11466,4020,2994,18580,382,15.8212
1691,2024-08-13,Instagram,Story,NBA_Playoffs,456610,431343,40562,3242,525,1098,17302,160,10.277
1692,2024-05-11,Instagram,Video,FanEngagement,736652,460935,39429,6615,2387,2078,14064,415,10.5071
1693,2024-08-27,Twitter,Post,Merchandise,3476209,311954,28760,2358,2507,1566,16116,142,10.7788
1694,2024-02-15,TikTok,Video,FanEngagement,4327368,486331,18656,2259,1537,1886,7676,461,4.6166
1695,2024-06-19,Instagram,Video,NewSeason,390875,81598,5363,719,348,226,1862,239,7.8801
1696,2024-08-12,Facebook,Image,NewSeason,2157765,275736,32898,5710,1327,3679,10877,30,14.4831
1697,2024-08-10,TikTok,Story,Merchandise,336466,391768,29697,2347,1761,3533,31244,456,8.6288
1698,2024-04-09,Facebook,Post,Merchandise,4599931,160194,23355,2281,712,2618,10548,322,16.4476
1699,2024-10-03,Facebook,Reel,NBA_Playoffs,407895,174459,11064,1292,553,527,2356,184,7.3994
1700,2024-06-29,TikTok,Post,NewSeason,681605,191957,27818,2056,1691,2584,2050,17,16.4438
1701,2024-02-24,YouTube,Story,NewSeason,366559,259675,26425,2547,329,3144,4445,119,11.2837
1702,2024-08-24,Instagram,Video,Summer2024,4267305,494566,34830,4881,2500,1192,32829,360,8.535
1703,2024-12-17,TikTok,Reel,Summer2024,1496021,89180,9132,1012,601,1022,2859,470,12.0487
1704,2024-01-01,Facebook,Video,NBA_Playoffs,703679,350627,13176,1523,503,1309,17395,446,4.3357
1705,2024-08-01,Instagram,Video,NBA_Playoffs,435922,42387,2608,262,228,294,3113,177,7.3088
1706,2024-11-20,YouTube,Story,FanEngagement,2860317,17772,1367,77,116,40,728,97,8.7779
1707,2024-10-08,Twitter,Reel,Merchandise,425382,488981,32273,5211,2280,2723,36156,341,8.132
1708,2024-07-20,Instagram,Video,Summer2024,2424624,356225,35930,7023,2858,762,20768,296,12.8601
1709,2024-06-27,Instagram,Video,NewSeason,1067438,492618,11865,975,167,962,38454,145,2.6404
1710,2024-06-02,Instagram,Video,Merchandise,796811,117067,17415,1750,1138,1901,9036,183,17.3431
1711,2024-12-17,Facebook,Image,NewSeason,4767030,179503,7008,730,114,181,13904,291,4.3743
1712,2024-07-22,YouTube,Video,Summer2024,4801513,225643,32171,5994,1906,880,8366,224,17.7586
1713,2024-12-22,TikTok,Story,Summer2024,2036988,252124,21461,3308,456,2338,6365,99,10.005
1714,2024-10-24,YouTube,Story,NewSeason,3155464,452877,22305,1124,1208,1286,31413,80,5.4401
1715,2024-04-21,Facebook,Story,Summer2024,1357882,332813,21710,1121,1180,2573,10622,66,7.2146
1716,2024-02-24,TikTok,Image,NewSeason,3863546,282667,15015,2061,998,1293,14158,398,6.3941
1717,2024-06-06,Twitter,Image,NBA_Playoffs,2786880,449796,14565,761,1177,1123,24748,456,3.669
1718,2024-05-05,TikTok,Video,NewSeason,57132,335079,39994,5245,3688,2841,9049,77,14.6016
1719,2024-07-20,Instagram,Video,FanEngagement,3735144,116314,14340,2042,151,1572,3886,499,14.2141
1720,2024-10-11,TikTok,Story,Merchandise,4565268,237531,14733,1986,394,546,14628,394,7.2045
1721,2024-07-21,TikTok,Story,NBA_Playoffs,399451,122081,17570,1511,1236,1901,8034,452,16.6422
1722,2024-06-30,Twitter,Reel,NewSeason,4377618,98799,2974,354,153,66,5108,0,3.5233
1723,2024-06-25,TikTok,Video,Summer2024,1369815,119305,13455,1784,353,849,9188,50,13.069
1724,2024-06-29,YouTube,Image,Summer2024,4409262,412920,14941,2030,806,305,14709,48,4.3052
1725,2024-09-14,TikTok,Video,Summer2024,3671883,111853,10024,1000,596,932,8014,291,10.3886
1726,2024-12-26,TikTok,Reel,NBA_Playoffs,800176,201131,18560,1051,269,2213,6793,121,9.8841
1727,2024-04-20,TikTok,Post,Merchandise,573452,288041,42423,5994,1014,4703,12550,88,17.1611
1728,2024-06-08,YouTube,Story,NewSeason,458123,345644,11225,1426,282,1070,7388,27,3.7417
1729,2024-11-10,Twitter,Post,NBA_Playoffs,2480827,282361,10325,1951,1013,346,21511,30,4.7064
1730,2024-05-22,Facebook,Video,NewSeason,4097556,147151,15469,2469,1441,1640,9173,33,13.1695
1731,2024-11-04,TikTok,Story,Merchandise,1656541,368578,7860,542,522,167,4617,106,2.4212
1732,2024-04-22,Instagram,Story,NBA_Playoffs,1110589,69463,7863,980,680,257,4953,124,13.7095
1733,2024-03-07,Facebook,Image,Summer2024,4232306,50040,3719,680,173,221,510,422,9.1367
1734,2024-04-28,Instagram,Story,Merchandise,3700738,240556,19183,2104,1201,1555,6181,393,9.3483
1735,2024-11-02,Instagram,Video,NBA_Playoffs,762112,218952,23809,4093,2334,652,6765,442,13.8094
1736,2024-10-25,YouTube,Video,NBA_Playoffs,4463393,115383,4097,687,138,426,7145,420,4.2658
1737,2024-07-17,Facebook,Video,Merchandise,3297344,86040,3407,211,300,388,3388,7,4.5537
1738,2024-07-26,YouTube,Video,NewSeason,4683964,464889,31572,5562,2706,3496,19634,385,8.5698
1739,2024-12-24,Instagram,Reel,NBA_Playoffs,3315121,488515,19485,2641,1605,1095,6952,297,4.8578
1740,2024-12-01,Facebook,Story,NewSeason,313480,232198,33782,3673,934,1709,14840,367,16.5329
1741,2024-06-25,Twitter,Post,FanEngagement,81606,159492,16609,1769,844,547,3481,68,12.052
1742,2024-05-31,TikTok,Video,Summer2024,1241934,135074,6502,725,145,668,4598,335,5.4577
1743,2024-12-10,YouTube,Story,NewSeason,1279243,54169,5866,1041,394,677,2565,252,13.4782
1744,2024-11-14,YouTube,Post,Summer2024,3428893,78342,8079,1281,740,736,4391,292,12.8922
1745,2024-04-12,TikTok,Story,NBA_Playoffs,4705151,178647,22268,4077,1665,2588,5309,235,15.679
1746,2024-07-05,Twitter,Story,Summer2024,4469625,124653,6137,546,173,623,8304,123,5.5001
1747,2024-12-08,Instagram,Video,NewSeason,4447590,262886,19121,2028,1428,1089,11220,372,8.5881
1748,2024-09-12,TikTok,Post,NewSeason,2785162,418367,33033,4559,2990,3295,12039,395,9.7001
1749,2024-05-02,Facebook,Image,NewSeason,3672349,195363,18239,3623,627,1070,11911,397,11.5114
1750,2024-08-08,YouTube,Reel,Summer2024,1760045,475975,26867,1662,1098,1531,22601,465,6.2245
1751,2024-11-12,Instagram,Post,NewSeason,2579845,267362,8389,849,658,667,8720,481,3.7013
1752,2024-07-22,Facebook,Post,FanEngagement,2544089,443624,34633,2317,3222,739,31456,141,9.0554
1753,2024-10-28,Twitter,Image,NewSeason,1005421,140300,6118,418,509,154,7960,135,5.0214
1754,2024-05-06,YouTube,Post,NBA_Playoffs,1330477,494333,36585,2467,2923,3973,12330,414,8.4912
1755,2024-07-30,Instagram,Reel,Merchandise,1855583,345869,41553,3486,4009,3659,3896,273,14.1811
1756,2024-07-01,Instagram,Reel,Merchandise,1410999,75495,10656,659,806,689,5596,285,16.0554
1757,2024-04-17,Facebook,Story,NBA_Playoffs,3052951,428633,62593,5752,5674,3961,31465,408,17.2686
1758,2024-12-14,TikTok,Story,NewSeason,4187990,26485,916,72,88,97,1995,346,4.0627
1759,2024-06-23,Instagram,Post,FanEngagement,1248057,117687,16198,1934,354,1020,6794,208,15.7078
1760,2024-01-02,Twitter,Image,FanEngagement,945121,147096,20363,2990,289,1961,8681,417,16.0725
1761,2024-02-02,Twitter,Reel,Merchandise,216247,487314,69045,6823,3916,8175,6113,471,16.3722
1762,2024-03-06,Twitter,Reel,NBA_Playoffs,561237,163103,7212,861,621,284,6488,309,5.3304
1763,2024-12-20,Facebook,Image,Merchandise,1045304,404302,56360,9268,3247,4664,6500,84,17.0355
1764,2024-04-11,Instagram,Image,Summer2024,3181593,327334,21264,3325,1204,1256,24043,13,7.8797
1765,2024-11-19,YouTube,Image,Merchandise,4075452,412090,21427,1482,934,1747,27983,440,5.7859
1766,2024-03-27,Twitter,Image,NBA_Playoffs,1274803,336511,37056,6381,1127,3023,24415,308,13.243
1767,2024-05-27,YouTube,Image,Summer2024,3060018,448146,36559,5630,3308,3771,29008,115,10.1523
1768,2024-08-06,Twitter,Image,FanEngagement,740711,266958,17486,965,799,1936,12970,235,7.2109
1769,2024-07-18,Instagram,Post,NBA_Playoffs,4186135,414092,59939,9870,4952,6172,9935,19,18.0542
1770,2024-03-04,Instagram,Video,FanEngagement,1318378,208841,6885,1010,658,812,5337,492,4.0955
1771,2024-12-27,YouTube,Post,NBA_Playoffs,761959,451379,37956,6416,2532,4262,28591,273,10.3913
1772,2024-04-12,Facebook,Reel,FanEngagement,2730524,233058,27497,1915,794,3216,5865,353,12.9607
1773,2024-12-30,Twitter,Image,NBA_Playoffs,4274418,9853,1010,164,36,120,337,343,12.2805
1774,2024-04-01,YouTube,Image,NBA_Playoffs,2977377,213350,5852,453,526,698,7174,190,3.2018
1775,2024-11-21,Instagram,Reel,NBA_Playoffs,4026368,454243,56251,3375,3841,4115,13177,350,13.972
1776,2024-04-30,TikTok,Story,Summer2024,62956,255576,27339,2306,1648,1380,4738,287,12.2441
1777,2024-12-03,Facebook,Image,Summer2024,611774,116213,14029,1068,974,994,3495,204,13.8289
1778,2024-12-02,Twitter,Post,FanEngagement,3074987,203436,5741,916,465,140,6568,291,3.5009
1779,2024-07-07,Instagram,Image,Summer2024,735429,225457,33154,2988,562,3204,12879,168,16.2798
1780,2024-10-18,TikTok,Story,Summer2024,776081,303111,34468,4786,1000,1795,14639,183,13.2803
1781,2024-01-01,Twitter,Video,FanEngagement,1159976,10521,557,64,13,11,563,333,6.026
1782,2024-12-04,TikTok,Video,NBA_Playoffs,763342,79470,4766,910,292,453,3186,484,7.5098
1783,2024-09-29,YouTube,Reel,FanEngagement,4762393,340353,26890,1491,2579,1813,5171,218,9.0964
1784,2024-02-10,TikTok,Reel,NBA_Playoffs,1565032,70128,5394,584,425,356,2366,295,9.1304
1785,2024-08-31,YouTube,Post,Merchandise,4579246,221387,14570,2565,1373,1662,12828,460,8.36
1786,2024-11-04,Facebook,Image,Summer2024,779197,331283,39785,3951,1072,4590,18899,402,13.5256
1787,2024-04-29,YouTube,Story,NBA_Playoffs,1055968,76881,1994,135,32,207,4937,248,2.8108
1788,2024-10-15,TikTok,Story,NewSeason,3836000,420189,58749,7166,4346,1181,16580,287,16.7213
1789,2024-06-07,TikTok,Reel,NewSeason,4579740,349851,41676,5187,1533,2699,14522,158,13.8333
1790,2024-07-16,Instagram,Reel,NBA_Playoffs,2925533,224677,24665,1358,2151,574,8643,180,12.5398
1791,2024-04-11,Facebook,Image,FanEngagement,325705,309733,35955,7056,2188,2935,23973,225,14.5929
1792,2024-11-28,Instagram,Video,Merchandise,3013905,73012,6863,734,266,171,2626,238,10.7695
1793,2024-06-28,Instagram,Image,NewSeason,933769,85678,7605,908,537,476,2264,40,10.5628
1794,2024-09-25,Facebook,Post,NewSeason,4704190,441661,41555,4168,1887,4664,17214,222,10.7798
1795,2024-05-14,Twitter,Story,NewSeason,2460814,391767,19111,2988,1542,1895,12291,62,6.0345
1796,2024-10-28,TikTok,Post,Merchandise,2061754,395779,39170,6857,3722,1795,19979,145,12.5699
1797,2024-07-28,Twitter,Post,NewSeason,2222867,10005,884,133,61,67,202,24,10.7746
1798,2024-08-03,YouTube,Story,Merchandise,1086289,318424,36295,5753,1076,2815,21407,328,13.5429
1799,2024-02-21,YouTube,Post,NewSeason,2100250,83676,2800,143,253,215,1592,353,3.8195
1800,2024-01-23,Twitter,Video,FanEngagement,4027557,172349,10199,1812,421,496,10286,211,7.2133
1801,2024-10-26,Facebook,Story,FanEngagement,1116555,451438,54672,3039,596,2743,22421,434,12.9158
1802,2024-03-16,Facebook,Reel,Summer2024,1884401,298047,8076,436,732,867,5205,398,3.1015
1803,2024-06-19,Instagram,Image,FanEngagement,3310768,454152,30115,4699,1362,1598,15267,346,7.9656
1804,2024-08-08,TikTok,Video,Merchandise,671704,484759,45846,3794,742,4152,23597,96,10.3932
1805,2024-07-17,Facebook,Story,FanEngagement,1866292,45376,1335,253,79,33,1103,455,3.6737
1806,2024-03-21,Twitter,Image,FanEngagement,1148601,18556,2440,193,124,93,713,335,14.8577
1807,2024-04-28,Instagram,Video,NewSeason,3791267,375449,35790,4497,2590,3582,14168,420,11.4202
1808,2024-10-09,YouTube,Video,Summer2024,2642282,373640,41855,2977,3659,2433,18973,25,12.978
1809,2024-08-12,Twitter,Video,FanEngagement,2409530,34770,2800,219,37,114,1122,79,8.7892
1810,2024-01-25,Twitter,Post,NewSeason,1380442,85927,10823,1530,381,639,1949,384,14.8196
1811,2024-04-12,Facebook,Image,NBA_Playoffs,1129682,273794,40856,5864,1268,1373,5314,205,17.527
1812,2024-04-14,YouTube,Video,NBA_Playoffs,93557,121440,2775,220,129,177,7454,62,2.5725
1813,2024-01-06,TikTok,Reel,NewSeason,3680348,449739,33952,5649,2202,1858,30118,127,9.2949
1814,2024-11-24,Instagram,Image,NewSeason,3115421,111419,3040,581,77,130,5651,394,3.319
1815,2024-04-30,Facebook,Reel,NBA_Playoffs,253633,114657,6330,1188,514,156,5482,234,7.0052
1816,2024-02-16,Instagram,Post,Summer2024,3820264,377281,15542,1158,1270,765,27041,29,4.763
1817,2024-12-04,TikTok,Reel,NewSeason,4594076,243519,27969,5419,2373,1891,13277,253,14.6851
1818,2024-02-24,Facebook,Story,FanEngagement,1544081,486312,26398,2849,1784,1128,34561,225,6.3809
1819,2024-06-22,Twitter,Reel,NBA_Playoffs,4252867,458289,64640,4976,2488,1552,35244,400,15.7333
1820,2024-09-30,Facebook,Reel,FanEngagement,2373468,374613,19897,2508,1523,2282,16476,321,6.3874
1821,2024-02-09,Twitter,Reel,Merchandise,1572855,53287,1966,123,28,143,4136,21,3.9728
1822,2024-07-31,Twitter,Story,Merchandise,429402,352068,48980,9619,815,5167,24787,248,16.8757
1823,2024-11-02,Facebook,Video,NBA_Playoffs,1277104,185822,6218,1217,407,556,4176,162,4.2202
1824,2024-03-29,Instagram,Reel,Summer2024,1482224,75503,10396,1993,804,467,3701,93,17.4735
1825,2024-05-28,Twitter,Video,NewSeason,1265384,76676,2659,203,189,235,2165,450,3.9791
1826,2024-01-01,TikTok,Image,NBA_Playoffs,4536312,429057,19485,3827,711,1252,31466,9,5.599
1827,2024-09-12,Facebook,Post,Merchandise,4276232,315164,30071,2994,1034,663,6818,440,10.8194
1828,2024-09-16,Facebook,Post,FanEngagement,2940651,38419,3825,693,103,337,1720,319,12.0279
1829,2024-11-20,Twitter,Reel,FanEngagement,1764922,84864,12151,1697,467,526,1947,471,16.8682
1830,2024-03-28,TikTok,Reel,NewSeason,1352328,479176,31927,2332,1521,3466,16507,42,7.467
1831,2024-01-15,Twitter,Post,NBA_Playoffs,3104435,301262,34424,2535,2179,1091,9815,442,12.9913
1832,2024-03-18,TikTok,Image,Summer2024,4971126,167590,10232,1531,637,442,4542,342,7.399
1833,2024-11-14,Twitter,Reel,NBA_Playoffs,2498555,349169,41660,3207,2034,1149,19702,319,13.4322
1834,2024-06-22,YouTube,Video,Merchandise,824500,102990,4801,317,330,461,1321,139,5.2898
1835,2024-12-26,YouTube,Post,NBA_Playoffs,1327296,34676,4385,274,379,129,2358,400,14.5288
1836,2024-09-18,Instagram,Story,NewSeason,954999,373888,25582,1868,1258,1578,16811,205,7.6782
1837,2024-10-25,Facebook,Video,Summer2024,930526,279312,17449,2328,266,888,8768,68,7.1758
1838,2024-03-31,Instagram,Video,FanEngagement,4791651,487575,41600,7898,2071,3013,13222,160,10.5766
1839,2024-11-22,YouTube,Story,FanEngagement,3379927,148728,21259,2336,807,2009,7690,370,16.4071
1840,2024-12-03,Twitter,Image,NewSeason,1522403,59611,5923,931,291,204,909,93,11.986
1841,2024-01-24,Instagram,Story,Summer2024,2395066,86508,8609,1117,702,269,5302,480,12.0544
1842,2024-02-16,YouTube,Post,Summer2024,3961532,453303,45307,3308,3553,3570,23383,313,11.5084
1843,2024-02-19,Facebook,Post,Merchandise,1359589,270320,29946,1995,1780,769,19263,216,12.4745
1844,2024-12-27,TikTok,Video,NBA_Playoffs,27875,33709,697,132,53,51,793,202,2.6165
1845,2024-06-13,Twitter,Video,Summer2024,399342,172252,21574,1952,1936,2371,8352,0,14.7818
1846,2024-08-01,Facebook,Post,NBA_Playoffs,1443748,347022,42054,6942,656,2738,16441,221,14.308
1847,2024-05-04,Twitter,Reel,FanEngagement,1915375,93961,12186,2424,348,1306,4947,197,15.9194
1848,2024-07-27,Twitter,Image,FanEngagement,708786,266110,16953,1137,1132,1258,17774,423,7.2233
1849,2024-08-20,TikTok,Image,FanEngagement,888747,130935,10006,957,799,200,1991,79,8.9831
1850,2024-04-25,YouTube,Image,NBA_Playoffs,1288042,52982,5695,1010,431,241,3859,236,13.4687
1851,2024-09-01,YouTube,Video,Merchandise,2739374,372325,52842,8478,3858,3202,27066,252,17.5057
1852,2024-08-04,TikTok,Video,Summer2024,3115748,433811,41498,2113,3772,3063,7388,334,10.9225
1853,2024-11-14,Facebook,Image,Summer2024,1079007,245889,24311,4703,498,2718,14417,180,12.0022
1854,2024-09-30,YouTube,Reel,Merchandise,2081565,284649,31328,3210,1715,2927,3177,366,12.736
1855,2024-07-07,Twitter,Reel,FanEngagement,3359183,280899,19657,1486,1735,1522,4661,165,8.1446
1856,2024-11-11,TikTok,Image,NewSeason,4264951,311995,29176,5626,1193,1235,9078,222,11.537
1857,2024-03-10,Instagram,Reel,NewSeason,4869785,452754,44830,5234,2979,1536,24092,216,11.7156
1858,2024-08-12,YouTube,Story,Summer2024,4825852,325395,23274,1239,240,2285,13669,351,7.6071
1859,2024-06-29,TikTok,Story,Merchandise,4799715,150016,10910,668,608,1093,9921,433,8.1231
1860,2024-08-24,Facebook,Video,FanEngagement,2044504,152506,19681,2516,1312,799,9350,274,15.4151
1861,2024-05-29,YouTube,Video,FanEngagement,4911294,280814,6636,620,72,534,15838,263,2.6096
1862,2024-03-28,TikTok,Video,NewSeason,1002100,439144,59456,3252,2726,6903,5592,204,14.9004
1863,2024-02-01,Facebook,Post,Merchandise,161650,441332,40058,3628,3405,2237,7637,113,10.6702
1864,2024-10-20,Instagram,Post,Merchandise,4670245,100590,13453,2296,533,679,6743,282,16.1865
1865,2024-08-30,Twitter,Post,Merchandise,2207072,437945,57414,11438,3433,3536,30912,7,16.5055
1866,2024-01-07,Twitter,Reel,NewSeason,406305,1331,63,9,4,6,50,303,5.71
1867,2024-01-09,YouTube,Story,NBA_Playoffs,3008393,204110,11851,1584,936,464,8303,277,7.0408
1868,2024-10-18,Facebook,Reel,FanEngagement,444415,264535,31466,5887,2898,2686,12474,82,15.2158
1869,2024-02-27,TikTok,Video,Summer2024,1721652,225252,15408,2360,220,726,6913,486,7.9857
1870,2024-10-31,Facebook,Image,Merchandise,372940,207252,17183,2573,1648,1303,15551,419,10.3275
1871,2024-01-20,Facebook,Image,NewSeason,3179466,75324,9216,635,360,501,3902,446,13.5561
1872,2024-08-05,TikTok,Image,NewSeason,1505356,97593,13864,1069,898,737,2447,325,16.2215
1873,2024-05-12,Facebook,Reel,Summer2024,4195109,162115,13366,1447,784,1182,5316,305,9.6209
1874,2024-06-16,Twitter,Post,FanEngagement,1442123,51535,6712,1158,389,344,2279,41,16.026
1875,2024-06-27,Twitter,Story,NewSeason,1840070,54282,2258,393,205,57,3358,201,5.2614
1876,2024-02-04,Twitter,Image,Summer2024,3971951,125166,17524,2558,1174,1162,2627,395,16.9822
1877,2024-05-06,Facebook,Post,Merchandise,2916695,292339,18045,2729,1080,669,14883,156,7.4756
1878,2024-12-30,Twitter,Story,NBA_Playoffs,2632512,54164,3942,775,155,224,860,34,8.9949
1879,2024-09-27,Instagram,Story,Summer2024,405637,191459,11507,735,579,583,8235,391,6.6965
1880,2024-03-13,Facebook,Image,NewSeason,2506140,230827,30838,4926,2676,1528,15772,432,16.6532
1881,2024-10-24,TikTok,Video,NewSeason,2528933,369222,46060,6248,1287,2254,26986,104,14.5157
1882,2024-09-07,Instagram,Story,NBA_Playoffs,4292762,281135,6729,533,388,418,20008,35,2.7211
1883,2024-11-03,Twitter,Image,Merchandise,1538570,224935,31878,4046,1770,3473,15035,285,16.7577
1884,2024-09-02,Instagram,Story,NBA_Playoffs,4567573,250151,11386,1056,682,437,14483,160,5.2464
1885,2024-12-20,Twitter,Video,FanEngagement,2574645,215220,13445,2005,1255,1248,9423,412,7.7618
1886,2024-09-19,YouTube,Video,Summer2024,4745579,453710,15407,1752,817,758,32147,254,3.962
1887,2024-07-12,Instagram,Reel,FanEngagement,1373864,311635,39010,5396,619,1991,7695,202,14.448
1888,2024-10-21,Twitter,Post,Merchandise,2165474,466913,32165,5438,1080,3557,6390,300,8.2848
1889,2024-12-19,YouTube,Post,Summer2024,319801,59807,1571,218,63,67,669,463,3.0966
1890,2024-02-18,Twitter,Story,NBA_Playoffs,722900,284274,27653,4135,999,1348,15788,199,11.5336
1891,2024-06-01,Facebook,Post,Merchandise,3850482,306575,20906,1580,1922,1193,19700,251,7.9615
1892,2024-09-23,Facebook,Post,NewSeason,1070474,496686,43400,2893,2747,1645,7451,381,9.8734
1893,2024-11-07,YouTube,Reel,Merchandise,630578,430917,16329,2111,438,1320,30246,460,4.3809
1894,2024-06-17,Instagram,Reel,Summer2024,4880421,278411,16399,3194,1529,1657,18178,406,7.5866
1895,2024-03-22,Twitter,Reel,FanEngagement,4397848,206111,30435,2000,803,1271,2489,270,16.1263
1896,2024-10-01,YouTube,Story,FanEngagement,966946,407512,12489,1084,1233,863,19444,140,3.6333
1897,2024-01-12,Facebook,Post,Summer2024,4815486,331445,43077,7538,2157,3347,11908,75,15.9218
1898,2024-10-26,YouTube,Reel,FanEngagement,1752530,116873,14843,1574,987,1272,7259,275,14.8914
1899,2024-12-08,Instagram,Reel,Summer2024,2681074,103319,3765,411,290,121,5196,403,4.3225
1900,2024-05-07,YouTube,Video,Summer2024,4478093,66876,8751,1730,329,740,2144,62,16.1642
1901,2024-10-20,Twitter,Reel,Summer2024,505521,362802,32305,5619,2642,3410,21841,21,11.1813
1902,2024-03-10,Facebook,Story,Summer2024,2521019,112242,12672,1026,206,688,6599,402,12.3875
1903,2024-07-13,YouTube,Reel,NBA_Playoffs,3382698,74327,10327,638,744,732,3862,290,15.7534
1904,2024-05-03,Twitter,Image,NewSeason,516283,370263,7747,775,301,831,23174,497,2.3829
1905,2024-11-20,TikTok,Video,NewSeason,2458624,237119,25261,1588,1012,1479,8605,299,11.7498
1906,2024-07-01,TikTok,Post,NBA_Playoffs,2918475,415110,55640,3627,2009,3298,23876,21,14.7614
1907,2024-08-29,Twitter,Post,NBA_Playoffs,4088197,96268,7643,1362,451,475,6122,193,9.8226
1908,2024-05-07,TikTok,Video,NewSeason,2484515,93845,8235,878,271,221,5568,211,9.9995
1909,2024-11-15,Instagram,Video,Summer2024,3884087,498439,30919,5681,1240,3315,27133,153,7.5917
1910,2024-07-10,TikTok,Story,Summer2024,1053876,20646,919,123,9,63,515,135,5.0906
1911,2024-04-16,Twitter,Reel,FanEngagement,3551843,71422,10097,1275,194,841,4096,232,16.1939
1912,2024-04-27,Instagram,Post,Merchandise,4975868,167193,20606,3894,1273,1597,2197,253,15.4151
1913,2024-11-16,TikTok,Story,Merchandise,40146,299669,12760,1605,1004,610,15869,232,5.1287
